Type,Name,Size,Shape,Data Type,Exception,Comment,AcqStamp
DATASET,AwakeEventData/RPCAH.TSG4.RQID.430037/Acquisition/currentAverage,1,"(1,)",float32,False,b'Electron quad 430037 I',1541962115326093000
GROUP,AwakeEventData/RPCAH.TSG4.RQID.430109S,1members,,,,,
GROUP,AwakeEventData/RPCAH.TSG4.RQID.430109S/Acquisition,1members,,,,,
DATASET,AwakeEventData/RPCAH.TSG4.RQID.430109S/Acquisition/currentAverage,1,"(1,)",float32,False,b'Electron quad 430109S I',1541962115326093000
GROUP,AwakeEventData/RPCAH.TSG4.RQIF.412346,1members,,,,,
GROUP,AwakeEventData/RPCAH.TSG4.RQIF.412346/Acquisition,1members,,,,,
DATASET,AwakeEventData/RPCAH.TSG4.RQIF.412346/Acquisition/currentAverage,1,"(1,)",float32,False,b'Electron quad 412346 I',1541962115326093000
GROUP,AwakeEventData/RPCAH.TSG4.RQIF.430034,1members,,,,,
GROUP,AwakeEventData/RPCAH.TSG4.RQIF.430034/Acquisition,1members,,,,,
DATASET,AwakeEventData/RPCAH.TSG4.RQIF.430034/Acquisition/currentAverage,1,"(1,)",float32,False,b'Electron quad 430034 I',1541962115326093000
GROUP,AwakeEventData/RPCAH.TSG4.RQIF.430118,1members,,,,,
GROUP,AwakeEventData/RPCAH.TSG4.RQIF.430118/Acquisition,1members,,,,,
DATASET,AwakeEventData/RPCAH.TSG4.RQIF.430118/Acquisition/currentAverage,1,"(1,)",float32,False,b'Electron quad 430118 I',1541962115326093000
GROUP,AwakeEventData/RPCAH.TSG4.RQIF.430205,1members,,,,,
GROUP,AwakeEventData/RPCAH.TSG4.RQIF.430205/Acquisition,1members,,,,,
DATASET,AwakeEventData/RPCAH.TSG4.RQIF.430205/Acquisition/currentAverage,1,"(1,)",float32,False,b'Electron quad 430205 I',1541962115326093000
GROUP,AwakeEventData/RPCAH.TSG4.RQIF.430311,1members,,,,,
GROUP,AwakeEventData/RPCAH.TSG4.RQIF.430311/Acquisition,1members,,,,,
DATASET,AwakeEventData/RPCAH.TSG4.RQIF.430311/Acquisition/currentAverage,1,"(1,)",float32,False,b'Electron quad 430311 I',1541962115326093000
GROUP,AwakeEventData/RPPEF.BB4.RBIH.412435,2members,,,,,
DATASET,AwakeEventData/RPPEF.BB4.RBIH.412435/MEAS.I,1,"(1,)",float32,False,b'Exp Dipole Current',1541962119002000000
DATASET,AwakeEventData/RPPEF.BB4.RBIH.412435/REF.I,1,"(1,)",float32,False,b'Spec. dipole setting',1541962119002000000
GROUP,AwakeEventData/RPSKN.TSG4.SNH.430000,1members,,,,,
GROUP,AwakeEventData/RPSKN.TSG4.SNH.430000/Acquisition,1members,,,,,
DATASET,AwakeEventData/RPSKN.TSG4.SNH.430000/Acquisition/currentAverage,1,"(1,)",float32,False,b'Electron solenoid 430000 I',1541962115326093000
GROUP,AwakeEventData/RPSKN.TSG4.SNJ.430001,1members,,,,,
GROUP,AwakeEventData/RPSKN.TSG4.SNJ.430001/Acquisition,1members,,,,,
DATASET,AwakeEventData/RPSKN.TSG4.SNJ.430001/Acquisition/currentAverage,1,"(1,)",float32,False,b'Electron solenoid 430001 I',1541962115326093000
GROUP,AwakeEventData/SPS.BCTDC.41435,1members,,,,,
GROUP,AwakeEventData/SPS.BCTDC.41435/Acquisition,31members,,,False,b'SPS BCT',1541962114746000000
DATASET,AwakeEventData/SPS.BCTDC.41435/Acquisition/acqDesc,1,"(1,)",bytes8,,,
DATASET,AwakeEventData/SPS.BCTDC.41435/Acquisition/acqMsg,1,"(1,)",bytes256,,,
DATASET,AwakeEventData/SPS.BCTDC.41435/Acquisition/acqState,1,"(1,)",int32,,,
DATASET,AwakeEventData/SPS.BCTDC.41435/Acquisition/acqTime,1,"(1,)",bytes200,,,
DATASET,AwakeEventData/SPS.BCTDC.41435/Acquisition/calMarkerData,1120,"(1120,)",int16,,,
DATASET,AwakeEventData/SPS.BCTDC.41435/Acquisition/cycleTime,1,"(1,)",bytes8,,,
DATASET,AwakeEventData/SPS.BCTDC.41435/Acquisition/dumpCycleTime,1,"(1,)",int32,,,
DATASET,AwakeEventData/SPS.BCTDC.41435/Acquisition/dumpInt,1,"(1,)",float32,,,
DATASET,AwakeEventData/SPS.BCTDC.41435/Acquisition/inCheckStatusData,1120,"(1120,)",int16,,,
DATASET,AwakeEventData/SPS.BCTDC.41435/Acquisition/lowIbStatusData,1120,"(1120,)",int16,,,
DATASET,AwakeEventData/SPS.BCTDC.41435/Acquisition/measStamp,940,"(940,)",float32,,,
DATASET,AwakeEventData/SPS.BCTDC.41435/Acquisition/measStamp_unit,1,"(1,)",int32,,,
DATASET,AwakeEventData/SPS.BCTDC.41435/Acquisition/measStamp_unitExponent,1,"(1,)",float32,,,
DATASET,AwakeEventData/SPS.BCTDC.41435/Acquisition/nbOfAdcData,1,"(1,)",int32,,,
DATASET,AwakeEventData/SPS.BCTDC.41435/Acquisition/nbOfMeas,1,"(1,)",int32,,,
DATASET,AwakeEventData/SPS.BCTDC.41435/Acquisition/range1Data,1120,"(1120,)",int16,,,
DATASET,AwakeEventData/SPS.BCTDC.41435/Acquisition/range2Data,1120,"(1120,)",int16,,,
DATASET,AwakeEventData/SPS.BCTDC.41435/Acquisition/range3Data,1120,"(1120,)",int16,,,
DATASET,AwakeEventData/SPS.BCTDC.41435/Acquisition/range4Data,1120,"(1120,)",int16,,,
DATASET,AwakeEventData/SPS.BCTDC.41435/Acquisition/samplingTime,1,"(1,)",int32,,,
DATASET,AwakeEventData/SPS.BCTDC.41435/Acquisition/sbfCycleTime,1,"(1,)",int32,,,
DATASET,AwakeEventData/SPS.BCTDC.41435/Acquisition/sbfIntensity,1,"(1,)",float32,,,
DATASET,AwakeEventData/SPS.BCTDC.41435/Acquisition/selectedRange,1,"(1,)",int32,,,
DATASET,AwakeEventData/SPS.BCTDC.41435/Acquisition/slowCycleTime,1,"(1,)",int32,,,
DATASET,AwakeEventData/SPS.BCTDC.41435/Acquisition/slowExtInt,1,"(1,)",float32,,,
DATASET,AwakeEventData/SPS.BCTDC.41435/Acquisition/superCycleNb,1,"(1,)",int32,,,
DATASET,AwakeEventData/SPS.BCTDC.41435/Acquisition/totalIntensity,940,"(940,)",float32,,,
DATASET,AwakeEventData/SPS.BCTDC.41435/Acquisition/totalIntensity4Ranges,4480,"(4, 1120)",float32,,,
DATASET,AwakeEventData/SPS.BCTDC.41435/Acquisition/totalIntensity_unit,1,"(1,)",int32,,,
DATASET,AwakeEventData/SPS.BCTDC.41435/Acquisition/totalIntensity_unitExponent,1,"(1,)",float32,,,
DATASET,AwakeEventData/SPS.BCTDC.41435/Acquisition/vmodStatus,1,"(1,)",int32,,,
GROUP,AwakeEventData/SPS.BCTDC.51895,1members,,,,,
GROUP,AwakeEventData/SPS.BCTDC.51895/Acquisition,33members,,,False,b'SPS BCT',1541962114746000000
DATASET,AwakeEventData/SPS.BCTDC.51895/Acquisition/acqDesc,1,"(1,)",bytes8,,,
DATASET,AwakeEventData/SPS.BCTDC.51895/Acquisition/acqMsg,1,"(1,)",bytes256,,,
DATASET,AwakeEventData/SPS.BCTDC.51895/Acquisition/acqState,1,"(1,)",int32,,,
DATASET,AwakeEventData/SPS.BCTDC.51895/Acquisition/acqTime,1,"(1,)",bytes200,,,
DATASET,AwakeEventData/SPS.BCTDC.51895/Acquisition/calMarkerData,1120,"(1120,)",int16,,,
DATASET,AwakeEventData/SPS.BCTDC.51895/Acquisition/cycleTime,1,"(1,)",bytes8,,,
DATASET,AwakeEventData/SPS.BCTDC.51895/Acquisition/dumpCycleTime,1,"(1,)",int32,,,
DATASET,AwakeEventData/SPS.BCTDC.51895/Acquisition/dumpInt,1,"(1,)",float32,,,
DATASET,AwakeEventData/SPS.BCTDC.51895/Acquisition/inCheckStatusData,1120,"(1120,)",int16,,,
DATASET,AwakeEventData/SPS.BCTDC.51895/Acquisition/lowIbStatusData,1120,"(1120,)",int16,,,
DATASET,AwakeEventData/SPS.BCTDC.51895/Acquisition/measStamp,940,"(940,)",float32,,,
DATASET,AwakeEventData/SPS.BCTDC.51895/Acquisition/measStamp_unit,1,"(1,)",int32,,,
DATASET,AwakeEventData/SPS.BCTDC.51895/Acquisition/measStamp_unitExponent,1,"(1,)",float32,,,
DATASET,AwakeEventData/SPS.BCTDC.51895/Acquisition/monitorArray1,1120,"(1120,)",int16,,,
DATASET,AwakeEventData/SPS.BCTDC.51895/Acquisition/monitorArray2,1120,"(1120,)",int16,,,
DATASET,AwakeEventData/SPS.BCTDC.51895/Acquisition/nbOfAdcData,1,"(1,)",int32,,,
DATASET,AwakeEventData/SPS.BCTDC.51895/Acquisition/nbOfMeas,1,"(1,)",int32,,,
DATASET,AwakeEventData/SPS.BCTDC.51895/Acquisition/range1Data,1120,"(1120,)",int16,,,
DATASET,AwakeEventData/SPS.BCTDC.51895/Acquisition/range2Data,1120,"(1120,)",int16,,,
DATASET,AwakeEventData/SPS.BCTDC.51895/Acquisition/range3Data,1120,"(1120,)",int16,,,
DATASET,AwakeEventData/SPS.BCTDC.51895/Acquisition/range4Data,1120,"(1120,)",int16,,,
DATASET,AwakeEventData/SPS.BCTDC.51895/Acquisition/samplingTime,1,"(1,)",int32,,,
DATASET,AwakeEventData/SPS.BCTDC.51895/Acquisition/sbfCycleTime,1,"(1,)",int32,,,
DATASET,AwakeEventData/SPS.BCTDC.51895/Acquisition/sbfIntensity,1,"(1,)",float32,,,
DATASET,AwakeEventData/SPS.BCTDC.51895/Acquisition/selectedRange,1,"(1,)",int32,,,
DATASET,AwakeEventData/SPS.BCTDC.51895/Acquisition/slowCycleTime,1,"(1,)",int32,,,
DATASET,AwakeEventData/SPS.BCTDC.51895/Acquisition/slowExtInt,1,"(1,)",float32,,,
DATASET,AwakeEventData/SPS.BCTDC.51895/Acquisition/superCycleNb,1,"(1,)",int32,,,
DATASET,AwakeEventData/SPS.BCTDC.51895/Acquisition/totalIntensity,940,"(940,)",float32,,,
DATASET,AwakeEventData/SPS.BCTDC.51895/Acquisition/totalIntensity4Ranges,4480,"(4, 1120)",float32,,,
DATASET,AwakeEventData/SPS.BCTDC.51895/Acquisition/totalIntensity_unit,1,"(1,)",int32,,,
DATASET,AwakeEventData/SPS.BCTDC.51895/Acquisition/totalIntensity_unitExponent,1,"(1,)",float32,,,
DATASET,AwakeEventData/SPS.BCTDC.51895/Acquisition/vmodStatus,1,"(1,)",int32,,,
GROUP,AwakeEventData/SPSBQMSPSv1,2members,,,,,
GROUP,AwakeEventData/SPSBQMSPSv1/Acquisition,66members,,,False,b'SPS BQM - Many fields',1541962114439000000
DATASET,AwakeEventData/SPSBQMSPSv1/Acquisition/beamOk,1,(),bool,,,
DATASET,AwakeEventData/SPSBQMSPSv1/Acquisition/bqmOutputEnable,1,(),bool,,,
DATASET,AwakeEventData/SPSBQMSPSv1/Acquisition/bunchIntensities,288,"(288,)",float32,,,
DATASET,AwakeEventData/SPSBQMSPSv1/Acquisition/bunchIntensityMax,1,"(1,)",float32,,,
DATASET,AwakeEventData/SPSBQMSPSv1/Acquisition/bunchIntensityMaxThr,1,"(1,)",float32,,,
DATASET,AwakeEventData/SPSBQMSPSv1/Acquisition/bunchIntensityMean,1,"(1,)",float32,,,
DATASET,AwakeEventData/SPSBQMSPSv1/Acquisition/bunchIntensityMin,1,"(1,)",float32,,,
DATASET,AwakeEventData/SPSBQMSPSv1/Acquisition/bunchIntensityMinThr,1,"(1,)",float32,,,
DATASET,AwakeEventData/SPSBQMSPSv1/Acquisition/bunchIntensityModIndex,1,"(1,)",float32,,,
DATASET,AwakeEventData/SPSBQMSPSv1/Acquisition/bunchIntensityModIndexOk,1,(),bool,,,
DATASET,AwakeEventData/SPSBQMSPSv1/Acquisition/bunchIntensityModIndexThr,1,"(1,)",float32,,,
DATASET,AwakeEventData/SPSBQMSPSv1/Acquisition/bunchIntensityOk,1,(),bool,,,
DATASET,AwakeEventData/SPSBQMSPSv1/Acquisition/bunchIntensityStd,1,"(1,)",float32,,,
DATASET,AwakeEventData/SPSBQMSPSv1/Acquisition/bunchLengthMax,1,"(1,)",float32,,,
DATASET,AwakeEventData/SPSBQMSPSv1/Acquisition/bunchLengthMaxThr,1,"(1,)",float32,,,
DATASET,AwakeEventData/SPSBQMSPSv1/Acquisition/bunchLengthMean,1,"(1,)",float32,,,
DATASET,AwakeEventData/SPSBQMSPSv1/Acquisition/bunchLengthMin,1,"(1,)",float32,,,
DATASET,AwakeEventData/SPSBQMSPSv1/Acquisition/bunchLengthMinThr,1,"(1,)",float32,,,
DATASET,AwakeEventData/SPSBQMSPSv1/Acquisition/bunchLengthOk,1,(),bool,,,
DATASET,AwakeEventData/SPSBQMSPSv1/Acquisition/bunchLengthStd,1,"(1,)",float32,,,
DATASET,AwakeEventData/SPSBQMSPSv1/Acquisition/bunchLengthStdOk,1,(),bool,,,
DATASET,AwakeEventData/SPSBQMSPSv1/Acquisition/bunchLengthStdThr,1,"(1,)",float32,,,
DATASET,AwakeEventData/SPSBQMSPSv1/Acquisition/bunchLengths,288,"(288,)",float32,,,
DATASET,AwakeEventData/SPSBQMSPSv1/Acquisition/bunchPeakMax,1,"(1,)",float32,,,
DATASET,AwakeEventData/SPSBQMSPSv1/Acquisition/bunchPeakMaxThr,1,"(1,)",float32,,,
DATASET,AwakeEventData/SPSBQMSPSv1/Acquisition/bunchPeakMean,1,"(1,)",float32,,,
DATASET,AwakeEventData/SPSBQMSPSv1/Acquisition/bunchPeakMin,1,"(1,)",float32,,,
DATASET,AwakeEventData/SPSBQMSPSv1/Acquisition/bunchPeakMinThr,1,"(1,)",float32,,,
DATASET,AwakeEventData/SPSBQMSPSv1/Acquisition/bunchPeakOk,1,(),bool,,,
DATASET,AwakeEventData/SPSBQMSPSv1/Acquisition/bunchPeakStd,1,"(1,)",float32,,,
DATASET,AwakeEventData/SPSBQMSPSv1/Acquisition/bunchPeakStdOk,1,(),bool,,,
DATASET,AwakeEventData/SPSBQMSPSv1/Acquisition/bunchPeakStdThr,1,"(1,)",float32,,,
DATASET,AwakeEventData/SPSBQMSPSv1/Acquisition/bunchPeaks,288,"(288,)",float32,,,
DATASET,AwakeEventData/SPSBQMSPSv1/Acquisition/bunchPositions,288,"(288,)",float32,,,
DATASET,AwakeEventData/SPSBQMSPSv1/Acquisition/diagnostic,1,"(1,)",int16,,,
DATASET,AwakeEventData/SPSBQMSPSv1/Acquisition/doubletIntensitySplitOk,1,(),bool,,,
DATASET,AwakeEventData/SPSBQMSPSv1/Acquisition/doublets,1,(),bool,,,
DATASET,AwakeEventData/SPSBQMSPSv1/Acquisition/filledBuckets,288,"(288,)",int32,,,
DATASET,AwakeEventData/SPSBQMSPSv1/Acquisition/firstBunchPositionOk,1,(),bool,,,
DATASET,AwakeEventData/SPSBQMSPSv1/Acquisition/isTrailingDoublet,0,"(0,)",TypeError: No NumPy equivalent for TypeBitfieldID exists,,,
DATASET,AwakeEventData/SPSBQMSPSv1/Acquisition/nAllowedLongBunches,1,"(1,)",int16,,,
DATASET,AwakeEventData/SPSBQMSPSv1/Acquisition/nBunches,1,"(1,)",int32,,,
DATASET,AwakeEventData/SPSBQMSPSv1/Acquisition/nBunchesMax,1,"(1,)",int16,,,
DATASET,AwakeEventData/SPSBQMSPSv1/Acquisition/nBunchesMaxOk,1,(),bool,,,
DATASET,AwakeEventData/SPSBQMSPSv1/Acquisition/nBunchesRamp,1,"(1,)",int32,,,
DATASET,AwakeEventData/SPSBQMSPSv1/Acquisition/nSatellitesIntensity,1,"(1,)",int32,,,
DATASET,AwakeEventData/SPSBQMSPSv1/Acquisition/nSatellitesMidBucket,1,"(1,)",int32,,,
DATASET,AwakeEventData/SPSBQMSPSv1/Acquisition/nTooLongBunches,1,"(1,)",int16,,,
DATASET,AwakeEventData/SPSBQMSPSv1/Acquisition/nWarningMessages,1,"(1,)",int16,,,
DATASET,AwakeEventData/SPSBQMSPSv1/Acquisition/oscillationPercentDeltaMax,1,"(1,)",float32,,,
DATASET,AwakeEventData/SPSBQMSPSv1/Acquisition/oscillationPercentDeltaMaxThr,1,"(1,)",float32,,,
DATASET,AwakeEventData/SPSBQMSPSv1/Acquisition/oscillationPercentDeltas,1,"(1,)",float32,,,
DATASET,AwakeEventData/SPSBQMSPSv1/Acquisition/oscillationPercentPeakMax,1,"(1,)",float32,,,
DATASET,AwakeEventData/SPSBQMSPSv1/Acquisition/oscillationPercentPeakMaxThr,1,"(1,)",float32,,,
DATASET,AwakeEventData/SPSBQMSPSv1/Acquisition/patternOk,1,(),bool,,,
DATASET,AwakeEventData/SPSBQMSPSv1/Acquisition/satelliteBucketsIntensity,4620,"(4620,)",float32,,,
DATASET,AwakeEventData/SPSBQMSPSv1/Acquisition/satelliteBucketsMid,4620,"(4620,)",float32,,,
DATASET,AwakeEventData/SPSBQMSPSv1/Acquisition/satellitesIntensityThr,1,"(1,)",float32,,,
DATASET,AwakeEventData/SPSBQMSPSv1/Acquisition/satellitesMidBucketThr,1,"(1,)",float32,,,
DATASET,AwakeEventData/SPSBQMSPSv1/Acquisition/satellitesOk,1,(),bool,,,
DATASET,AwakeEventData/SPSBQMSPSv1/Acquisition/stabilityOk,1,(),bool,,,
DATASET,AwakeEventData/SPSBQMSPSv1/Acquisition/tgmNLSQCTL,1,(),bool,,,
DATASET,AwakeEventData/SPSBQMSPSv1/Acquisition/tgmSCNUM,1,"(1,)",int32,,,
DATASET,AwakeEventData/SPSBQMSPSv1/Acquisition/verifyPattern,1,(),bool,,,
DATASET,AwakeEventData/SPSBQMSPSv1/Acquisition/warningMessages,50,"(50,)",bytes384,,,
DATASET,AwakeEventData/SPSBQMSPSv1/Acquisition/wrongBuckets,288,"(288,)",int32,,,
GROUP,AwakeEventData/SPSBQMSPSv1/RawWavesFTAcquisition,1members,,,,,
DATASET,AwakeEventData/SPSBQMSPSv1/RawWavesFTAcquisition/rawWaveFT,80000,"(80000,)",int16,False,b'SPS longitudinal bunch waveform',1541962114439000000
GROUP,AwakeEventData/SR.AWGAMP,1members,,,,,
GROUP,AwakeEventData/SR.AWGAMP/Status,1members,,,,,
DATASET,AwakeEventData/SR.AWGAMP/Status/position,1,"(1,)",int64,False,b'Waveguide attenuator position',1541962119097450000
GROUP,AwakeEventData/SR.AWGPH,1members,,,,,
GROUP,AwakeEventData/SR.AWGPH/Status,1members,,,,,
DATASET,AwakeEventData/SR.AWGPH/Status/position,1,"(1,)",int64,False,b'Waveguide phase position',1541962119097450000
GROUP,AwakeEventData/SR.AWINTLK,1members,,,,,
GROUP,AwakeEventData/SR.AWINTLK/PhaseAcq,1members,,,,,
DATASET,AwakeEventData/SR.AWINTLK/PhaseAcq/phaseShifter,1,"(1,)",float32,False,b'Klystron RF Phase',1541962119098567000
GROUP,AwakeEventData/SR.SCOPE27.CH01,1members,,,,,
GROUP,AwakeEventData/SR.SCOPE27.CH01/Acquisition,11members,,,False,b'Schottky Diode WR08',1541962114433639549
DATASET,AwakeEventData/SR.SCOPE27.CH01/Acquisition/CTime,1,"(1,)",int32,,,
DATASET,AwakeEventData/SR.SCOPE27.CH01/Acquisition/cycleTag,1,"(1,)",int32,,,
DATASET,AwakeEventData/SR.SCOPE27.CH01/Acquisition/diffStamps,1,"(1,)",int64,,,
DATASET,AwakeEventData/SR.SCOPE27.CH01/Acquisition/firstSampleTime,1,"(1,)",float32,,,
DATASET,AwakeEventData/SR.SCOPE27.CH01/Acquisition/offset,1,"(1,)",float32,,,
DATASET,AwakeEventData/SR.SCOPE27.CH01/Acquisition/sampleInterval,1,"(1,)",float32,,,
DATASET,AwakeEventData/SR.SCOPE27.CH01/Acquisition/sensitivity,1,"(1,)",float32,,,
DATASET,AwakeEventData/SR.SCOPE27.CH01/Acquisition/triggerError,1,"(1,)",float32,,,
DATASET,AwakeEventData/SR.SCOPE27.CH01/Acquisition/triggerStamp,1,"(1,)",int64,,,
DATASET,AwakeEventData/SR.SCOPE27.CH01/Acquisition/value,320,"(1, 320)",int16,,,
DATASET,AwakeEventData/SR.SCOPE27.CH01/Acquisition/value_units,1,"(1,)",bytes8,,,
GROUP,AwakeEventData/SR.SCOPE28.CH01,1members,,,,,
GROUP,AwakeEventData/SR.SCOPE28.CH01/Acquisition,11members,,,False,b'Schottky Diode WR05',1541962114433661912
DATASET,AwakeEventData/SR.SCOPE28.CH01/Acquisition/CTime,1,"(1,)",int32,,,
DATASET,AwakeEventData/SR.SCOPE28.CH01/Acquisition/cycleTag,1,"(1,)",int32,,,
DATASET,AwakeEventData/SR.SCOPE28.CH01/Acquisition/diffStamps,1,"(1,)",int64,,,
DATASET,AwakeEventData/SR.SCOPE28.CH01/Acquisition/firstSampleTime,1,"(1,)",float32,,,
DATASET,AwakeEventData/SR.SCOPE28.CH01/Acquisition/offset,1,"(1,)",float32,,,
DATASET,AwakeEventData/SR.SCOPE28.CH01/Acquisition/sampleInterval,1,"(1,)",float32,,,
DATASET,AwakeEventData/SR.SCOPE28.CH01/Acquisition/sensitivity,1,"(1,)",float32,,,
DATASET,AwakeEventData/SR.SCOPE28.CH01/Acquisition/triggerError,1,"(1,)",float32,,,
DATASET,AwakeEventData/SR.SCOPE28.CH01/Acquisition/triggerStamp,1,"(1,)",int64,,,
DATASET,AwakeEventData/SR.SCOPE28.CH01/Acquisition/value,320,"(1, 320)",int16,,,
DATASET,AwakeEventData/SR.SCOPE28.CH01/Acquisition/value_units,1,"(1,)",bytes8,,,
GROUP,AwakeEventData/SR.SCOPE29.CH01,1members,,,,,
GROUP,AwakeEventData/SR.SCOPE29.CH01/Acquisition,11members,,,False,b'Schottky Diode WR03',1541962114433617891
DATASET,AwakeEventData/SR.SCOPE29.CH01/Acquisition/CTime,1,"(1,)",int32,,,
DATASET,AwakeEventData/SR.SCOPE29.CH01/Acquisition/cycleTag,1,"(1,)",int32,,,
DATASET,AwakeEventData/SR.SCOPE29.CH01/Acquisition/diffStamps,1,"(1,)",int64,,,
DATASET,AwakeEventData/SR.SCOPE29.CH01/Acquisition/firstSampleTime,1,"(1,)",float32,,,
DATASET,AwakeEventData/SR.SCOPE29.CH01/Acquisition/offset,1,"(1,)",float32,,,
DATASET,AwakeEventData/SR.SCOPE29.CH01/Acquisition/sampleInterval,1,"(1,)",float32,,,
DATASET,AwakeEventData/SR.SCOPE29.CH01/Acquisition/sensitivity,1,"(1,)",float32,,,
DATASET,AwakeEventData/SR.SCOPE29.CH01/Acquisition/triggerError,1,"(1,)",float32,,,
DATASET,AwakeEventData/SR.SCOPE29.CH01/Acquisition/triggerStamp,1,"(1,)",int64,,,
DATASET,AwakeEventData/SR.SCOPE29.CH01/Acquisition/value,320,"(1, 320)",int16,,,
DATASET,AwakeEventData/SR.SCOPE29.CH01/Acquisition/value_units,1,"(1,)",bytes8,,,
GROUP,AwakeEventData/SR.SCOPE30.CH01,1members,,,,,
GROUP,AwakeEventData/SR.SCOPE30.CH01/Acquisition,11members,,,False,b'Laser Photodiode',1541962114433590898
DATASET,AwakeEventData/SR.SCOPE30.CH01/Acquisition/CTime,1,"(1,)",int32,,,
DATASET,AwakeEventData/SR.SCOPE30.CH01/Acquisition/cycleTag,1,"(1,)",int32,,,
DATASET,AwakeEventData/SR.SCOPE30.CH01/Acquisition/diffStamps,1,"(1,)",int64,,,
DATASET,AwakeEventData/SR.SCOPE30.CH01/Acquisition/firstSampleTime,1,"(1,)",float32,,,
DATASET,AwakeEventData/SR.SCOPE30.CH01/Acquisition/offset,1,"(1,)",float32,,,
DATASET,AwakeEventData/SR.SCOPE30.CH01/Acquisition/sampleInterval,1,"(1,)",float32,,,
DATASET,AwakeEventData/SR.SCOPE30.CH01/Acquisition/sensitivity,1,"(1,)",float32,,,
DATASET,AwakeEventData/SR.SCOPE30.CH01/Acquisition/triggerError,1,"(1,)",float32,,,
DATASET,AwakeEventData/SR.SCOPE30.CH01/Acquisition/triggerStamp,1,"(1,)",int64,,,
DATASET,AwakeEventData/SR.SCOPE30.CH01/Acquisition/value,4000,"(1, 4000)",int16,,,
DATASET,AwakeEventData/SR.SCOPE30.CH01/Acquisition/value_units,1,"(1,)",bytes8,,,
GROUP,AwakeEventData/SR.SCOPE30.CH02,1members,,,,,
GROUP,AwakeEventData/SR.SCOPE30.CH02/Acquisition,11members,,,False,b'OTR TCC4 Photodiode',1541962114433590898
DATASET,AwakeEventData/SR.SCOPE30.CH02/Acquisition/CTime,1,"(1,)",int32,,,
DATASET,AwakeEventData/SR.SCOPE30.CH02/Acquisition/cycleTag,1,"(1,)",int32,,,
DATASET,AwakeEventData/SR.SCOPE30.CH02/Acquisition/diffStamps,1,"(1,)",int64,,,
DATASET,AwakeEventData/SR.SCOPE30.CH02/Acquisition/firstSampleTime,1,"(1,)",float32,,,
DATASET,AwakeEventData/SR.SCOPE30.CH02/Acquisition/offset,1,"(1,)",float32,,,
DATASET,AwakeEventData/SR.SCOPE30.CH02/Acquisition/sampleInterval,1,"(1,)",float32,,,
DATASET,AwakeEventData/SR.SCOPE30.CH02/Acquisition/sensitivity,1,"(1,)",float32,,,
DATASET,AwakeEventData/SR.SCOPE30.CH02/Acquisition/triggerError,1,"(1,)",float32,,,
DATASET,AwakeEventData/SR.SCOPE30.CH02/Acquisition/triggerStamp,1,"(1,)",int64,,,
DATASET,AwakeEventData/SR.SCOPE30.CH02/Acquisition/value,4000,"(1, 4000)",int16,,,
DATASET,AwakeEventData/SR.SCOPE30.CH02/Acquisition/value_units,1,"(1,)",bytes8,,,
GROUP,AwakeEventData/SR.SCOPE43.CH01,1members,,,,,
GROUP,AwakeEventData/SR.SCOPE43.CH01/Acquisition,11members,,,False,b'Klystron output power',1541962119047232600
DATASET,AwakeEventData/SR.SCOPE43.CH01/Acquisition/CTime,1,"(1,)",int32,,,
DATASET,AwakeEventData/SR.SCOPE43.CH01/Acquisition/cycleTag,1,"(1,)",int32,,,
DATASET,AwakeEventData/SR.SCOPE43.CH01/Acquisition/diffStamps,1,"(1,)",int64,,,
DATASET,AwakeEventData/SR.SCOPE43.CH01/Acquisition/firstSampleTime,1,"(1,)",float32,,,
DATASET,AwakeEventData/SR.SCOPE43.CH01/Acquisition/offset,1,"(1,)",float32,,,
DATASET,AwakeEventData/SR.SCOPE43.CH01/Acquisition/sampleInterval,1,"(1,)",float32,,,
DATASET,AwakeEventData/SR.SCOPE43.CH01/Acquisition/sensitivity,1,"(1,)",float32,,,
DATASET,AwakeEventData/SR.SCOPE43.CH01/Acquisition/triggerError,1,"(1,)",float32,,,
DATASET,AwakeEventData/SR.SCOPE43.CH01/Acquisition/triggerStamp,1,"(1,)",int64,,,
DATASET,AwakeEventData/SR.SCOPE43.CH01/Acquisition/value,352,"(1, 352)",int16,,,
DATASET,AwakeEventData/SR.SCOPE43.CH01/Acquisition/value_units,1,"(1,)",bytes8,,,
GROUP,AwakeEventData/SR.SCOPE43.CH02,1members,,,,,
GROUP,AwakeEventData/SR.SCOPE43.CH02/Acquisition,11members,,,False,b'Kylstron reflected power',1541962119047232600
DATASET,AwakeEventData/SR.SCOPE43.CH02/Acquisition/CTime,1,"(1,)",int32,,,
DATASET,AwakeEventData/SR.SCOPE43.CH02/Acquisition/cycleTag,1,"(1,)",int32,,,
DATASET,AwakeEventData/SR.SCOPE43.CH02/Acquisition/diffStamps,1,"(1,)",int64,,,
DATASET,AwakeEventData/SR.SCOPE43.CH02/Acquisition/firstSampleTime,1,"(1,)",float32,,,
DATASET,AwakeEventData/SR.SCOPE43.CH02/Acquisition/offset,1,"(1,)",float32,,,
DATASET,AwakeEventData/SR.SCOPE43.CH02/Acquisition/sampleInterval,1,"(1,)",float32,,,
DATASET,AwakeEventData/SR.SCOPE43.CH02/Acquisition/sensitivity,1,"(1,)",float32,,,
